Channel,keV,Aluminium,Calcium,Iron,Magnesium,Oxygen,Silicon,Titanium,Potassium,Thorium,Uranium
48,1370.6000000000001,0.00014176171613003595,5.915539520427575e-05,0.00013877088907954217,-0.0,0.0009685661178368651,0.0016493413848411055,-0.0,-0.0,0.0015397393400470233,-0.0
49,1388.4,0.00015094329436625596,6.15421768874261e-05,-0.0,-0.0,0.0010571903586924394,0.0019215177062507347,-0.0,-0.0,0.0017685627892959448,-0.0
50,1406.2,0.0001597336160294905,6.215341041793892e-05,-0.0,-0.0,0.0011505895923326268,0.0022176404525380265,-0.0,-0.0,0.001917035990177473,-0.0
51,1424.0,0.0001686453563096592,6.498632385919654e-05,-0.0,-0.0,0.0011882847751734065,0.0025703768298849586,-0.0,-0.0,0.001989701898192188,-0.0
52,1441.8,0.00020292817341144824,9.656123851672578e-05,-0.0,-0.0,0.0011933119459564701,0.002854691608064507,-0.0,-0.0,0.002094208998108331,-0.0
53,1459.6000000000001,0.00021376014625839142,0.00010764833157659326,-0.0,-0.0,0.0011744675208554339,0.003071945975974064,-0.0,-0.0,0.002040931853991565,-0.0
54,1477.4,0.00023468235792126083,0.00014020612585007825,-0.0,-0.0,0.001175938898181516,0.003148192637831238,-0.0,-0.0,0.002027873774838588,-0.0
55,1495.2,0.00030929796898277156,0.00018370164243168409,-0.0,-0.0,0.0011773989394516298,0.0031773608731166412,-0.0,-0.0,0.0018957832657754891,-0.0
56,1513.0,0.0005993524343301927,0.00019280258344974715,-0.0,-0.0,0.0011601071172353487,0.0031495121327323925,-0.0,-0.0,0.00181145145472418,-0.0
57,1530.8,0.0008379938258590612,0.00019552113146405212,-0.0,-0.0,0.0011616316658260252,0.0032057975751414104,-0.0,-0.0,0.001702558865942786,-0.0
58,1548.6000000000001,0.001011998203541598,0.00022064880250386397,-0.0,-0.0,0.001190278726861415,0.003355759238034245,-0.0,-0.0,0.0015775515039587512,-0.0
59,1566.4,0.0012271872602375492,0.00024409338303230655,-0.0,-0.0,0.0012481248534095383,0.0035515208614685457,-0.0,-0.0,0.001431368094094909,-0.0
60,1584.2,0.0014979447835335852,0.0002859717298148296,-0.0,-0.0,0.0013407075394368964,0.00369759830867916,-0.0,-0.0,0.0012372004287880347,-0.0
61,1602.0,0.0018162114718999955,0.00030659517274945493,-0.0,-0.0,0.0014212522726626561,0.0038199222373413704,-0.0,-0.0,0.0010337951423505759,-0.0
62,1619.8,0.002138151366615905,0.0003284122469682328,-0.0,-0.0,0.0015057722749678081,0.0039244485335669975,-0.0,-0.0,0.0008255935431275604,-0.0
63,1637.6000000000001,0.0023926992749929914,0.00035271267279562995,-0.0,-0.0,0.001626739950159861,0.003980840199927455,-0.0,-0.0,0.0005794429372893691,-0.0
64,1655.4,0.0025963134995908403,0.00036731413981671977,-0.0,-0.0,0.001745667407754936,0.0040111206678763965,-0.0,-0.0,0.00034696305964190344,-0.0
65,1673.2,0.002733500042464203,0.0003717497872237901,-0.0,-0.0,0.0017918705600389717,0.004124459904406588,-0.0,-0.0,8.60793181536246e-05,-0.0
66,1691.0,0.002936868707914035,0.0003733621440672024,-0.0,-0.0,0.0018163665723237759,0.004224713467363844,-0.0,-0.0,-0.0,-0.0
67,1708.8000000000002,0.0031802893075207374,0.00036036489789402157,-0.0,-0.0,0.001725393582106726,0.004387660031600801,-0.0,-0.0,-0.0,-0.0
68,1726.6000000000001,0.003395218552311491,0.0004999916282535911,-0.0,-0.0,0.0016897295380050288,0.004354516828399208,-0.0,-0.0,-0.0,-0.0
69,1744.4,0.0035755248406665456,0.0005198818484483649,-0.0,-0.0,0.0016336784261283008,0.004261085137278824,-0.0,-0.0,-0.0,-0.0
70,1762.2,0.0036938592433758207,0.0006729949281444977,-0.0,-0.0,0.0015706868419741447,0.00399199298550123,-0.0,-0.0,-0.0,-0.0
71,1780.0,0.0037834060296485393,0.0008556062546855805,-0.0,-0.0,0.0014309410602135503,0.0036478022434379477,-0.0,-0.0,-0.0,-0.0
72,1797.8000000000002,0.003854209991909471,0.001029323225205164,-0.0,-0.0,0.0012348003905501012,0.0031816026983675708,-0.0,-0.0,-0.0,-0.0
73,1815.6000000000001,0.003900301114081521,0.001212156887014456,-0.0,-0.0,0.0009971525918721575,0.002590625311297288,-0.0,-0.0,-0.0,-0.0
74,1833.4,0.003906423421313025,0.001389174391383128,-0.0,-0.0,0.000714892576049257,0.0019987032097472284,-0.0,-0.0,-0.0,-0.0
75,1851.2,0.0038693038741796316,0.0014824944090347555,-0.0,-0.0,0.00035747006949738206,0.001631091661260369,-0.0,-0.0,-0.0,-0.0
76,1869.0,0.003858675403004081,0.0019689278834690185,-0.0,-0.0,3.0496616244410767e-05,0.0010818300639647942,-0.0,-0.0,-0.0,-0.0
77,1886.8000000000002,0.003921638112747199,0.002452994444132447,-0.0,-0.0,-0.0,5.516834427158536e-05,-0.0,-0.0,-0.0,-0.0
78,1904.6000000000001,0.004005033796241262,0.0012007573113948142,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
79,1922.4,0.0040602370435542665,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
80,1940.2,0.0032564565728304766,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
81,1958.0,0.00243788439896458,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
82,1975.8000000000002,0.002142553220689316,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
83,1993.6000000000001,0.0020030883795561032,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
84,2011.4,0.002219903263633681,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
85,2029.2,0.0027821157128175076,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
86,2047.0,0.0034890355578593387,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
87,2064.8,0.0035091167694584653,0.001256314911837925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
88,2082.6,0.003839246826758632,0.0017348458799338732,-0.0,-0.0,0.00018362468305311398,5.222205883468866e-05,-0.0,-0.0,-0.0,-0.0
89,2100.4,0.0038585349864238,0.0010297286022093587,-0.0,-0.0,0.0006602017419620654,2.8219945775639732e-05,-0.0,-0.0,-0.0,-0.0
90,2118.2000000000003,0.003838660958957761,0.0008368112059707739,-0.0,-0.0,0.000948291230491527,1.8704488755887226e-05,-0.0,-0.0,-0.0,-0.0
91,2136.0,0.0038118209488990965,0.0007662591224066082,-0.0,-0.0,0.001212287373642744,6.963921780820446e-05,-0.0,-0.0,-0.0,-0.0
92,2153.8,0.0038580399339480363,0.0007852475532742052,-0.0,-0.0,0.0013347496456366157,5.820524917739302e-05,-0.0,-0.0,-0.0,-0.0
93,2171.6,0.003780368748163472,0.0005894847598682116,-0.0,-0.0,0.0015063504011008984,8.763260807516743e-05,-0.0,-0.0,-0.0,-0.0
94,2189.4,0.0037740270604952704,0.0006676072163226123,-0.0,-0.0,0.0014840152841630047,7.93222973972844e-05,-0.0,-0.0,-0.0,-0.0
95,2207.2000000000003,0.0037122430520920794,0.0005435399626068904,-0.0,-0.0,0.0014727553846633826,0.00011068461839948174,-0.0,-0.0,-0.0,-0.0
96,2225.0,0.003678243144864643,0.0006524439345269655,-0.0,-0.0,0.0013213784659673537,0.00010843392970946573,-0.0,-0.0,-0.0,-0.0
97,2242.8,0.003660033397290572,0.0006954532633210957,-0.0,-0.0,0.0011069545342129283,8.605113346583533e-05,-0.0,-0.0,-0.0,-0.0
98,2260.6,0.003608033580441339,0.0005894711279437701,-0.0,-0.0,0.0008678784041782474,3.075836927734131e-05,-0.0,-0.0,-0.0,-0.0
99,2278.4,0.0033597203628377512,0.0009732793224504943,-0.0,-0.0,0.0005700006699015302,1.8681576849689576e-05,-0.0,-0.0,-0.0,-0.0
100,2296.2000000000003,0.0033602346924092464,0.0015362024637985922,-0.0,-0.0,0.0001733093925955604,1.4018928198322809e-05,-0.0,-0.0,-0.0,-0.0
101,2314.0,0.0035500034461681445,0.000484835502817795,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
102,2331.8,0.002988235706821986,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
103,2349.6,0.0023317818252302103,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
104,2367.4,0.0018028960141558681,0.0001961961174753478,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
105,2385.2000000000003,0.0008695255016326651,0.00021035524152654045,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.065330195538858e-05,-0.0
106,2403.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0007926309772642244,-0.0
107,2420.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0011859455749274066,-0.0
108,2438.6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0013038041361699822,-0.0
109,2456.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0016964014990629127,-0.0
110,2474.2000000000003,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0029669614737250953,-0.0
111,2492.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.004663277268927692,-0.0
112,2509.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0061650162337555285,-0.0
113,2527.6,0.0001771533818792102,0.00011291774763517465,0.0002465170681958993,1.399662116287219e-05,0.00010871015537472405,0.00012210119140027028,-0.0,-0.0,0.006404776479775386,-0.0
114,2545.4,0.00019613850560563646,0.00016678596183491637,3.1970134361197306e-05,1.660405709034686e-05,0.00015069377102666794,0.0003371428365983779,-0.0,-0.0,0.007138995479369729,-0.0
115,2563.2000000000003,0.00015644915613156,0.0001918087995329841,0.00010077736650275086,3.074921948656163e-05,0.00024843627206521404,0.00047463673999842816,-0.0,-0.0,0.007721202306516247,-0.0
116,2581.0,0.000120056071790053,0.00021024778565728667,0.00029526978702547915,2.8875705785823232e-05,0.000330060116209845,0.0005840913273025947,-0.0,-0.0,0.00788000939330296,-0.0
117,2598.8,0.00014579971342376538,0.00020753156146611156,0.0003169458099645266,2.5997030815080943e-06,0.0004131814738638432,0.0006417135999507628,-0.0,-0.0,0.007858486139053263,-0.0
118,2616.6,0.00014327023202050657,0.00016396710785907822,0.0001969436967363889,-0.0,0.00042020282631119373,0.0006979923152936676,-0.0,-0.0,0.007890226740132103,-0.0
119,2634.4,9.003813119065069e-05,0.0001606862616135822,0.00016529995354149242,7.475352915772294e-06,0.00044757224846460455,0.0008150015941215747,-0.0,-0.0,0.007763688362357302,-0.0
120,2652.2000000000003,0.0001274358969255996,0.000203535458845249,0.00018905160083069293,1.2997275119594394e-05,0.000585522214424921,0.0007301837883140702,-0.0,-0.0,0.007496712389381149,-0.0
121,2670.0,0.00012656022333432256,0.0002324538332124375,0.0003067343646289286,3.549450440442209e-06,0.0006561139618107084,0.0006217435487580847,-0.0,-0.0,0.006954654828335423,-0.0
122,2687.8,0.0001929614919774274,0.00027886597687111134,0.0004133752195916822,-0.0,0.0006777717925178228,0.0005124043824977729,-0.0,-0.0,0.00631326423384307,-0.0
123,2705.6,0.0002047728738602046,0.0002448227168937404,0.0004033908265189355,-0.0,0.0007331129830725155,0.00030584969221285536,-0.0,-0.0,0.005539751304558358,-0.0
124,2723.4,0.00022257960640423882,0.0003050395198118759,0.0001865361159516169,1.1866323410344608e-05,0.0007530080771944814,0.00022890953271851832,-0.0,-0.0,0.004703738727818623,-0.0
125,2741.2000000000003,0.00024705129389594423,0.0003844104011910939,5.8749924600025885e-05,5.077406499481183e-05,0.0007610192430519157,0.00025084213251334045,-0.0,-0.0,0.003997301602259635,-0.0
126,2759.0,0.00027975990782915693,0.00040037306962756444,6.527066631816287e-05,9.031433475017577e-05,0.0006800489329672233,0.00018959744797892783,-0.0,-0.0,0.0032310020280568483,-0.0
127,2776.8,0.0003880144321789987,0.0005812752001562453,0.00011023824009975462,9.709817092554738e-05,0.0005470173259246963,0.00013856348440493285,-0.0,-0.0,0.0023747188389175097,-0.0
128,2794.6,0.000771860861245307,0.000944744071954333,0.00036522791722148884,9.202935928791941e-05,0.00022799057985834772,6.388326675170331e-05,-0.0,-0.0,0.0016910594947910386,-0.0
129,2812.4,0.0009163850206512443,0.0008758395027840927,0.0006882622413524678,0.00011976130512751875,0.00016431288242235788,7.861033739371432e-05,-0.0,-0.0,0.001059855060198945,-0.0
130,2830.2000000000003,0.0007379431541961044,0.0009013662662053503,0.000766830454744883,0.00014432139048392546,0.0001309667224302012,7.814317248292077e-05,-0.0,-0.0,0.00045646086363653013,-0.0
131,2848.0,0.0005731848051181542,0.0011247522032382501,6.685030586444674e-05,0.00010459284796001341,7.693088598223247e-05,3.9812531421694353e-05,-0.0,-0.0,-0.0,-0.0
132,2865.8,0.0011328922548064294,0.0005404110140855307,-0.0,-0.0,2.4690912513370248e-05,9.388981323462512e-06,-0.0,-0.0,-0.0,-0.0
133,2883.6,0.0013456585072823442,0.00033962187051778505,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
134,2901.4,0.0008968401937166547,4.809564848513417e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
135,2919.2000000000003,0.0007882230528304863,1.4410575359232255e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
136,2937.0,0.0005005285123776289,3.543378768615028e-07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
137,2954.8,0.0004926625065655099,3.967426042520471e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
138,2972.6,0.0003438660484469631,6.580420824633566e-05,-0.0,-0.0,1.681862609579592e-05,1.130134177444343e-05,-0.0,-0.0,-0.0,-0.0
139,2990.4,0.00019094050095666524,5.818532846798546e-05,4.344035207649352e-05,3.893170799277777e-06,3.7960843236164084e-05,3.238121328682404e-05,-0.0,-0.0,-0.0,-0.0
140,3008.2000000000003,0.00011665528855627283,4.4831529283587646e-05,6.351815227575403e-05,1.6183983503691628e-05,3.6337818149999214e-05,3.27321492115361e-05,-0.0,-0.0,7.902341191548152e-06,-0.0
141,3026.0,6.625208460285989e-05,3.040686033811894e-05,0.00018417564857586854,1.1589448187088024e-05,2.686127710479314e-05,2.3068569679680897e-05,-0.0,-0.0,8.465176865035756e-05,-0.0
142,3043.8,2.498030180524433e-05,1.9792036794705554e-05,0.0001677012278235783,-0.0,1.6051402972311098e-05,1.2943974326146125e-05,-0.0,-0.0,3.660653670226786e-05,-0.0
143,3061.6,3.20108441481196e-05,2.545672148963359e-05,0.0001514309921852904,7.6185615887757545e-06,2.5728873433486888e-05,2.2801572019205207e-05,-0.0,-0.0,-0.0,-0.0
144,3079.4,5.118883235375334e-05,3.897241593344402e-05,0.00011540542091029597,2.619281959831575e-05,4.1259195971030066e-05,3.931166602038501e-05,-0.0,-0.0,-0.0,-0.0
145,3097.2000000000003,8.958926363089305e-05,4.772541103091096e-05,0.0001495991268512547,3.856607587501383e-05,4.996983793217097e-05,4.843485266626749e-05,6.977231110063226e-06,-0.0,4.327845173523357e-06,-0.0
146,3115.0,0.0001230731312558478,5.629681303171316e-05,0.00023226559012626768,5.075188567807762e-05,5.6392737145415304e-05,5.4679730314769505e-05,1.0852174180167621e-05,-0.0,0.0001305991568474906,-0.0
147,3132.8,5.3698158432095297e-05,6.40616751368923e-05,0.0002668121094234777,7.46026335731799e-05,5.938084741008064e-05,5.863911813315128e-05,9.317217131578394e-06,-0.0,0.0001187377144879992,-0.0
148,3150.6,5.1416202162033164e-05,6.430197091407962e-05,0.000311268866078799,6.201920278485005e-05,5.84908850305735e-05,5.7979460155956926e-05,5.673777187280969e-06,-0.0,7.137247279255137e-05,-0.0
149,3168.4,3.593878134488227e-05,4.881557901477441e-05,0.0003410989486105398,4.643460005585655e-05,4.404072363123231e-05,4.337693899593407e-05,-0.0,-0.0,8.137387038838746e-05,-0.0
150,3186.2000000000003,-0.0,1.3502425233948228e-05,0.00035254901145824984,9.036182718289671e-05,8.173433853925064e-06,5.909185499710837e-06,-0.0,-0.0,0.00012096538291519706,-0.0
151,3204.0,-0.0,1.0681346126073578e-05,0.0003215000711097235,0.0001270624373945652,4.629768822886057e-06,2.3657309250801136e-06,-0.0,-0.0,0.00011041762521134016,-0.0
152,3221.8,-0.0,-0.0,0.00030225104738660415,0.0003251821201246858,-0.0,-0.0,-0.0,-0.0,0.000191642285299364,-0.0
153,3239.6,-0.0,9.347060945902937e-06,0.00021544497657711504,0.00048058961536183485,-0.0,-0.0,-0.0,-0.0,0.0001671477877949668,-0.0
154,3257.4,-0.0,3.12163242795001e-05,0.00027433877378184047,0.00038571206660096034,-0.0,-0.0,-0.0,-0.0,0.00012930874408330017,-0.0
155,3275.2000000000003,6.523182852584232e-05,0.0002030220251886215,0.0004774443468399486,0.0003065153339546037,7.10923095994201e-05,7.378225552479348e-05,-0.0,-0.0,0.00016248660641709345,-0.0
156,3293.0,0.0001082794700474932,0.0004611043915434901,0.0005967355935841727,0.0003355485670599116,9.82643474167184e-05,0.00010459794645813471,-0.0,-0.0,8.949935749866998e-05,-0.0
157,3310.8,8.890763564212527e-05,0.0008305390978572864,0.0005701712733961314,0.0002431152298765069,9.2282319702813e-05,9.739739578351656e-05,-0.0,-0.0,0.00019499685826906217,-0.0
158,3328.6,3.8297429704557e-05,0.001109556388290825,0.0003926763202634959,0.0003633825267300775,6.199207085081541e-05,7.420687592561383e-05,-0.0,-0.0,0.0002512893962806234,-0.0
159,3346.4,-0.0,0.001484365862087022,0.00022087476816530952,0.00040395607380097045,3.845349733788345e-06,3.7915630196257204e-05,-0.0,-0.0,0.00023080292138038933,-0.0
160,3364.2000000000003,-0.0,0.0017842842755805156,0.00019012859308249795,0.00041423318119366924,-0.0,-0.0,-0.0,-0.0,0.0002051423824945389,-0.0
161,3382.0,-0.0,0.0020072043963181713,7.035579523691298e-05,0.00032603762245511723,-0.0,-0.0,-0.0,-0.0,0.00015983702507945137,-0.0
162,3399.8,-0.0,0.0020584630831156046,-0.0,0.0001719735598879418,-0.0,-0.0,-0.0,-0.0,0.0001088705534566164,-0.0
163,3417.6000000000004,-0.0,0.0022592799103844916,7.345336911254364e-06,5.8423701343236856e-05,-0.0,-0.0,-0.0,-0.0,7.539491616933631e-05,-0.0
164,3435.4,-0.0,0.002474874001991379,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
165,3453.2000000000003,-0.0,0.0026025969804310454,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
166,3471.0,-0.0,0.002677414256724823,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
